  bt7_documentClass  ,  bt7_documentSubClass  ,bt7_documentSNType,Site,  UID_value 
Manufacturing,Specification,Technical specification,Beijing Productive Database,R9cdZpqT1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,RZRhq0Ad1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jNaVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jReVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jZQVo7Mb1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,z1UVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,z5YVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,z9aVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,CIeh661Z1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,DGUVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,DKYVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,z$Zhqzxy1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,DWWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,TWUVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,hMSZdPQ$1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,04cVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,EdWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UJWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UNaVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UVUVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UZYVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UhSVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UlWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,kFWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,kNQVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,UOcVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,QqTdbXAe1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,W8YhlN8g1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,EzSVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,E3WVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,E7YVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,UDSVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,UHWVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,ULYVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,UPaVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,UTcVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,U3UVo7Mb1cuxKD
Manufacturing,Specification,Technical delivery conditions,Beijing Productive Database,U7YVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,FEeVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,FMSVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,FQUVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,FUWVo7Mb1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,QfehTP8L1cuxKD
Manufacturing,Specification,Assembly drawing,Beijing Productive Database,hiTVo7mY1cuxKD
Manufacturing,Specification,Assembly drawing,Beijing Productive Database,BrbVo7mY1cuxKD
Manufacturing,Specification,Assembly drawing,Beijing Productive Database,R3RVo7mY1cuxKD
Manufacturing,Specification,Assembly drawing,Beijing Productive Database,xLZVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,x3fVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,x$RVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,y4fVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,SqZVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,SudVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,TOVhar2h1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,SDRVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,SHVVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,AGbZa8GR1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jxfVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,S4bhqqti1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,zBXVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,zFbVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,zVRVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,h5ThqiXH1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jOdVo7mY1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,xlWhaUj11cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,jeVVo7mY1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,klVVo7mY1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,kpZVo7mY1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,ktbVo7mY1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,0VfVo7mY1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,0dTVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,kmdVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,kuRVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,kyTVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,k2VVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,k6XVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,k_ZVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,0CbVo7mY1cuxKD
Manufacturing,Specification,Parts list,Beijing Productive Database,0GdVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0OXVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0SbVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0WdVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0afVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,EHdVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,k3ZVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,k7dVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,k$fVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0HRVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0LTVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0PVVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,0TXVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,0XZVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,0bbVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,0fdVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,0jfVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,QyUZBxMf1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,wladkzb81cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,CAdhgB$11cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,0$bVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,FAfVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,FIRVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FMTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FQVVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FUXVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FYZVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FcbVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FgdVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FkfVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FsRVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FwTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,F0VVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,F4XVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,F8ZVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VAbVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VEdVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VIfVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VQRVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VUTVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VYVVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,gqXZxe_M1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,AKQZa1Ni1cuxKD
Development,Condition,Information,Beijing Productive Database,lcTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,lgXVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,lkZVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,lobVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,lsdVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,lwfVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,l4RVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,l8TVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,1AVVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,1EXVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,1IZVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,1MbVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,1QdVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,1UfVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,1cRVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,w6bZWKLI1cuxKD
Development,Condition,Information,Beijing Productive Database,10dVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,18RVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FBTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FFVVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FJXVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FNZVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FRbVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FVdVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FZfVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FhRVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FlTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FpVVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FtXVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FxZVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,F1bVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,F5dVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,F9fVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VFRVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VJTVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,VNVVo7mY1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,gCaVOFr91cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,QqTZDYkF1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,AqTZcb6r1cuxKD
Development,Condition,Information,Beijing Productive Database,1lTVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,1pXVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,1tZVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,1xbVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,11dVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,15fVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FCRVo7mY1cuxKD
Development,Condition,Information,Beijing Productive Database,FGTVo7mY1cuxKD
Management and Process,Condition,Information,Beijing Productive Database,FKVVo7mY1cuxKD
Management and Process,Condition,Information,Beijing Productive Database,FOXVo7mY1cuxKD
Management and Process,Condition,Information,Beijing Productive Database,FSZVo7mY1cuxKD
Management and Process,Condition,Information,Beijing Productive Database,FWbVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FadVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FefVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FmRVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FqTVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FuVVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,FyXVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,F2ZVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,F6bVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,F_dVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,VCfVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,VKRVo7mY1cuxKD
Management and Process,Condition,Procedure instructions,Beijing Productive Database,VOTVo7mY1cuxKD
